name,overall_score,intelligence_score,strength_score,speed_score,durability_score,power_score,combat_score,superpowers,alter_egos,aliases,place_of_birth,first_appearance,creator,alignment,occupation,base,teams,gender,type_race,height(cm),weight(lb),eye_color,hair_color,skin_color,has_electrokinesis,has_energy_constructs,has_mind_control_resistance,has_matter_manipulation,has_telepathy_resistance,has_mind_control,has_enhanced_hearing,has_dimensional_travel,has_element_control,has_size_changing,has_fire_resistance,has_fire_control,has_dexterity,has_reality_warping,has_illusions,has_energy_beams,has_peak_human_condition,has_shapeshifting,has_heat_resistance,has_jump,has_self-sustenance,has_energy_absorption,has_cold_resistance,has_magic,has_telekinesis,has_toxin_and_disease_resistance,has_telepathy,has_regeneration,has_immortality,has_teleportation,has_force_fields,has_energy_manipulation,has_endurance,has_longevity,has_weapon-based_powers,has_energy_blasts,has_enhanced_senses,has_invulnerability,has_stealth,has_marksmanship,has_flight,has_accelerated_healing,has_weapons_master,has_intelligence,has_reflexes,has_super_speed,has_durability,has_stamina,has_agility,has_super_strength
Man Of Miracles,100,100,100,100,100,100,100,"['Absorption', 'Agility', 'Animal Control', 'Causality Manipulation', 'Clairvoyance', 'Corruption', 'Creation', 'Death Manipulation', 'Element Control', 'Energy Manipulation', 'Existence Erasure', 'Fate Manipulation', 'Fire Control', 'Flight', 'Holy Manipulation', 'Illusions', 'Immortality', 'Intangibility', 'Invisibility', 'Invulnerability', 'Life Manipulation', 'Light Control', 'Magic', 'Matter Manipulation', 'Mind Control', 'Nigh-Omnipotent', 'Nigh-Omniscient', 'Omnipresent', 'Plant Control', 'Power Nullifier', 'Precognition', 'Psychometry', 'Reality Warping', 'Reflexes', 'Regeneration', 'Resurrection', 'Shapeshifting', 'Size Changing', 'Soul Manipulation', 'Spatial Manipulation', 'Stamina', 'Summoning', 'Super Speed', 'Super Strength', 'Technopath/Cyberpath', 'Telekinesis', 'Telepathy', 'Terrakinesis', 'Time Manipulation', 'Time Travel', 'Transmutation', 'Vitakinesis', 'Void Manipulation', 'Weather Control']",[],"['Kali, Goddess of Destruction, Keeper of the Greenworld']",Unknown,Spawn #75,Image Comics,Neutral,Unknown,Unknown,[],Female,God / Eternal,183.14,209.93,Blue,Black / Blue,Blue,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,True
Man-Thing,8,75,30,10,100,100,40,"['Durability', 'Empathy', 'Immortality', 'Invulnerability', 'Natural Weapons', 'Stealth', 'Substance Secretion', 'Super Strength', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Underwater breathing']","['Man-Thing (Nexus Of All Realities/Divine Creators Staff)', 'Man-Thing (Venomized)']",['the Vagornus Koth; the Swamp Walker; Mr. Salad; Walking Mulch Heap '],Unknown,"Savage Tales #1 (May, 1971)",Marvel Comics,Good,Unknown,"Man-Thing's Swamp, Citrusville, Florida","['Midnight Sons', 'A.R.M.O.R.', 'Thunderbolts']",Male,Unknown,213.0,500.0,Red,No Hair,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True
Man-Wolf,6,80,45,35,40,45,70,"['Accelerated Healing', 'Agility', 'Animal Oriented Powers', 'Enhanced Hearing', 'Enhanced Senses', 'Stamina', 'Super Speed', 'Super Strength', 'Vision - Thermal']",[],"['Stargod, Vanwolf, Skywolf']","New York, New York","AMAZING SPIDER-MAN #1, (as Man-Wolf) AMAZING SPIDER-MAN #124",Marvel Comics,Good,"Employed by Dept. of Social Services, Queens; former astronaut, test pilot, security chief for Ravenscroft Institute",Queens,[],Male,Unknown,188.0,200.0,Brown,Auburn,Unknown,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True
Mandarin,12,100,30,25,30,100,95,"['Cryokinesis', 'Electrokinesis', 'Energy Beams', 'Energy Blasts', 'Intelligence', 'Levitation', 'Mind Control', 'Molecular Manipulation', 'Self-Sustenance', 'Weapon-based Powers', 'Weapons Master']",[],"['Tem Borjigin, Gene Kahn, Master Khan, Zhang Tong, Mandy']",China,"Tales of Suspense #50 (February, 1964)",Marvel Comics,Bad,"Would-be conqueror; former janitor, businessman and crimelord, government administrator ",Prometheus Corporation; formerly Dragon of Heaven; Palace of the Star Dragon in the Valley of Spirits. ,"['New Enforcers', 'National Force', 'Secret Empire']",Male,Human,188.0,215.0,Blue,White,Unknown,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Mantis (MCU),5,75,15,40,35,55,70,"['Durability', 'Empathy', 'Enhanced Senses', 'Enhanced Touch', 'Stamina']",[],['Gross Bug Lady'],Unknown,Guardians of the Galaxy vol 2,Marvel Comics,Good,Unknown,Unknown,['Guardians of the Galaxy'],Female,Unknown,155.0,132.0,Brown,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
Mantis,16,85,100,50,70,100,60,"['Antimatter Manipulation', 'Cryokinesis', 'Durability', 'Element Control', 'Energy Absorption', 'Energy Manipulation', 'Flight', 'Force Fields', 'Heat Generation', 'Immortality', 'Jump', 'Reflexes', 'Super Speed', 'Super Strength', 'Teleportation', 'Toxin and Disease Resistance']",[],[''],Unknown,Unknown,DC Comics,Bad,Soldier,Apokolips,['New Gods of Apokolips'],Male,Unknown,193.0,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True
Maria Hill (MCU),7,90,20,20,25,25,70,"['Agility', 'Intelligence', 'Marksmanship', 'Weapons Master']",[],['Eye candy'],Unknown,Agents of S.H.I.E.L.D,Marvel Comics,Good,S.H.i.E.L.D agent,S.H.I.E.L.D helicarrier,[],Female,Human,163.0,154.0,Green,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False
Mario,62,75,100,100,100,100,55,"['Acausality', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Afterimage Creation', 'Agility', 'Anti-Gravity', 'Cold Resistance', 'Cryokinesis', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Durability', 'Empathy', 'Endurance', 'Energy Manipulation', 'Enhanced Senses', 'Fire Control', 'Heat Resistance', 'Indomitable Will', 'Intangibility', 'Intelligence', 'Invulnerability', 'Jump', 'Longevity', 'Marksmanship', 'Mind Control', 'Mind Control Resistance', 'Non-Physical Interaction', 'Possession', 'Power Nullifier', 'Projection', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Size Changing', 'Sleep Manipulation', 'Spatial Manipulation', 'Stamina', 'Statistics Amplification', 'Statistics Reduction', 'Status Effect Inducement', 'Stealth', 'Summoning', 'Super Breath', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'The Fourth Wall', 'Time Manipulation', 'Time Travel', 'Toxin and Disease Resistance', 'Transmutation', 'Underwater breathing', 'Vehicular Mastery', 'Water Control', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Wind Control']","['Dr. Mario', 'Paper Mario']",['Super Mario'],Somewhere in Brooklyn,Donkey Kong (1981),Nintendo,Good,Plumber,Unknown,[],Male,Human,155.0,200.0,Blue,Brown,Unknown,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True
Marrow,0,0,0,0,0,0,0,[],[],[''],Morlock Tunnels,Uncanny X-Men #325 as Marrow,Marvel Comics,Good,Occupation unknown,Base of operations unknown,['X-Men'],Unknown,Unknown,183.0,160.0,brown,black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Martian Manhunter,26,100,95,90,100,100,85,"['Agility', 'Astral Projection', 'Durability', 'Enhanced Hearing', 'Enhanced Senses', 'Flight', 'Illusions', 'Intangibility', 'Intelligence', 'Invisibility', 'Invulnerability', 'Marksmanship', 'Mind Control', 'Phasing', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Shapeshifting', 'Size Changing', 'Stamina', 'Stealth', 'Super Breath', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Toxin and Disease Resistance', 'Vision - Heat', 'Vision - Infrared', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vision - Thermal', 'Vision - X-Ray']",[],"[""ohn Jones; J'Onn J'Onzz (alternate spelling); Big Green Buddy; J.J.; Jolly Green Giant; Light to the Light; Manhunter; Manhunter from Mars; Son of Mars; Bronze Wraith, Bloodwynd, many others""]",Unknown,Detective Comics #225 (1955),DC Comics,Good,Unknown,Unknown,"['Justice Legion Alpha', 'Justice League', 'Black Lantern Corps', 'Justice League of America']",Male,Martian,201.0,300.0,Red,No Hair,Green,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True
Martinex,0,0,0,0,0,0,0,[],[],[''],Pluto,First appearance unknown,Marvel Comics,Good,Technician,Starship Captain America,['Guardians of the Galaxy'],Unknown,Unknown,183.14,209.93,Unknown,No Hair,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marvel Girl,12,80,85,45,40,100,80,"['Astral Projection', 'Energy Absorption', 'Energy Blasts', 'Energy Manipulation', 'Fire Control', 'Flight', 'Force Fields', 'Psionic Powers', 'Telekinesis', 'Telepathy', 'Time Travel']",[],"[""Rachel Grey, formerly Phoenix, Mother Askani, Bright Lady, Aly'zrn Summerset ""]",Unknown,UNCANNY X-MEN #141,Marvel Comics,Good,Adventurer,"Xavier Institute of Higher Learning, Salem Center, Westchester County, New York (formerly) Braddock Lighthouse, England",['X-Men'],Female,Unknown,170.0,125.0,Green,Red,Unknown,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Master Brood,0,0,0,0,0,60,0,"['Accelerated Healing', 'Immortality', 'Longevity']",[],['Brood'],Perhaps England,Team Epic Episode 101,Team Epic TV,Good,Unknown,"Toronto, Canada",[],Male,Unknown,183.0,180.0,Blue,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Master Chen,9,100,10,20,15,65,20,"['Ability Shift', 'Agility', 'Dexterity', 'Durability', 'Endurance', 'Hacking', 'Insanity', 'Intelligence', 'Longevity', 'Marksmanship', 'Reflexes', 'Resurrection', 'Stamina', 'Stealth', 'Summoning', 'Weapon-based Powers', 'Weapons Master']",['Master Chen (Staff Of Elements)'],['/'],Ninjago,The Invitation,Unknown,Bad,Leader of the Anacondrai Cult,Mobile Condraicopter,[],Male,Human,178.0,198.0,Red,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False
Master Chief,9,90,75,35,80,70,100,"['Accelerated Healing', 'Agility', 'Camouflage', 'Durability', 'Enhanced Senses', 'Force Fields', 'Longevity', 'Marksmanship', 'Stamina', 'Super Speed', 'Weapon-based Powers']",[],"['Blue 1, Sierra 117, Spartan 117, Demon ']","Elysium City, Eridanus II",Unknown,Microsoft,Good,Master Chief Petty Officer of the Navy ,Unknown,[],Male,Human / Altered,213.0,209.93,Brown,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,True,True,True,False
Master Hand,31,75,100,100,100,100,75,"['Agility', 'Creation', 'Cryokinesis', 'Darkforce Manipulation', 'Dexterity', 'Duplication', 'Durability', 'Elasticity', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Manipulation', 'Fire Control', 'Flight', 'Gravity Control', 'Intangibility', 'Intelligence', 'Invulnerability', 'Longevity', 'Portal Creation', 'Power Mimicry', 'Reality Warping', 'Reflexes', 'Sealing', 'Self-Sustenance', 'Shapeshifting', 'Sleep Manipulation', 'Spatial Manipulation', 'Stamina', 'Status Effect Inducement', 'Super Speed', 'Super Strength', 'Teleportation', 'Time Manipulation', 'Toxin and Disease Control', 'Transformation', 'Umbrakinesis']",[],[''],Unknown,Super Smash Bros. (1999),Nintendo,Bad,"God of the Smash Bros. universe Minion of Tabuu (Subspace Emissary; formerly, after he is captured) Minion of Galeem (World of Light; formerly, after he is captured) The Announcer of Smash Bros fight (implied)",Unknown,[],Male,Cosmic Entity,183.14,209.93,No eyes,No Hair,White,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True
Match,14,90,95,85,85,100,70,"['Accelerated Healing', 'Durability', 'Energy Absorption', 'Energy Blasts', 'Enhanced Hearing', 'Flight', 'Invulnerability', 'Jump', 'Super Breath', 'Super Speed', 'Super Strength', 'Telekinesis', 'Vision - Heat', 'Vision - Telescopic', 'Vision - X-Ray']",[],"['Superboy, Superman']",Unknown,"Superboy Vol 4 #35 (January, 1997)",DC Comics,Bad,Unknown,Unknown,[],Male,Unknown,183.14,209.93,Black,Black,Unknown,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True
Matt Parkman,6,80,10,10,15,60,55,['Telepathy'],[],[''],Unknown,Heroes S01E02 - Don't Look Back,NBC - Heroes,Good,NYPD detective,"New York, NY; formerly Los Angeles, CA",[],Male,Unknown,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maui,13,80,100,40,100,100,40,"['Agility', 'Animal Oriented Powers', 'Durability', 'Illusions', 'Immortality', 'Invulnerability', 'Longevity', 'Shapeshifting', 'Super Breath', 'Super Speed', 'Super Strength', 'Weapon-based Powers']",[],[''],Unknown,Moana,Disney,Good,Unknown,Unknown,['Incredible Family'],Male,Demi-God,183.14,209.93,Brown,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True
Maverick,6,80,10,10,40,60,85,['Electrokinesis'],[],"['Chris, Bolt']",Unknown,X-Men Unlimited #8 (1995),Marvel Comics,Good,"Mercenary; former adventurer, student ",Unknown,[],Male,Unknown,193.0,244.0,Blue,Black,Unknown,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Maxima,11,90,90,35,55,85,75,"['Durability', 'Flight', 'Force Fields', 'Mind Blast', 'Mind Control', 'Psionic Powers', 'Stamina', 'Super Speed', 'Super Strength', 'Telekinesis']",[],"['Queen Maxima, Empress of the Almeracian Empire']",Almerac,Unknown,DC Comics,Bad,"Adventurer, Queen of the Almerac Empire",Imperial Royal Palace,[],Female,Unknown,180.0,160.0,Brown,Red,Unknown,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True
Maximus (MCU),8,95,10,20,20,15,75,"['Intelligence', 'Intuitive aptitude']","['Maximus The Mad', 'Maximus The Mad (Venomized)']",['Maximus'],Attilan,Inhumans Season 1: Episode 1,Marvel Comics,Bad,King of Attilan,Attilan,[],Male,Human,170.0,150.0,Blue,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Maxwell Lord,11,100,10,20,50,85,75,"['Illusions', 'Intelligence', 'Marksmanship', 'Master Tactician', 'Memory Manipulation', 'Mind Control', 'Possession', 'Telepathy', 'Weapons Master']",[],"['Alpha Leader, Black King, Lord Havok, Max Lord, Maximum Force, Lord Eye']",New York,Justice League #1,DC Comics,Bad,"Government Agent, Businessman, Terrorist",Unknown,['Justice League of America'],Male,Human,188.0,185.0,Brown,Brown,Unknown,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
Maya Herrera,5,75,10,10,15,60,15,"['Substance Secretion', 'Toxin and Disease Control']",[],[''],Dominican Republic,Unknown,NBC - Heroes,Good,Unknown,Unknown,[],Female,Unknown,183.14,209.93,Unknown,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M'baku (MCU),4,75,15,30,40,40,85,"['Agility', 'Durability', 'Marksmanship', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Weapon-based Powers', 'Weapons Master']",[],['Great Gorilla'],Wakanda,Black Panther (2018),Marvel Comics,Good,Tribe Leader,Wakanda,[],Male,Human,196.0,250.0,Brown,Brown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False
Medusa (MCU),6,85,20,30,50,50,85,"['Durability', 'Endurance', 'Hair Manipulation', 'Stamina']",[],['Medusa'],Attilan,Inhumans Season 1: Episode 1,Marvel Comics,Good,Queen of Attilan,Earth; formerly Attilan,['A-Force'],Female,Inhuman,170.0,134.0,Blue,Red,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
Melinda May (MCU),9,100,10,20,20,20,100,"['Agility', 'Intelligence', 'Weapon-based Powers', 'Weapons Master']",['Agent May (MCU)'],['Mellie'],Unknown,Agents of S.H.I.E.L.D,Marvel Comics,Good,S.H.I.E.L.D agent,S.H.I.E.L.D helicarrier,[],Female,Human,173.0,143.0,Black,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
Meltdown,4,70,10,10,40,60,65,"['Agility', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Psionic Powers']",['Boom-Boom'],"['Boom-Boom, Boomer, Meltdown, Mutate #35, Time Bomb, Nancy Forrester ']","Roanoke, Virginia ",Unknown,Marvel Comics,Good,"Adventurer, former student, thief ",Unknown,['X-Men'],Female,Unknown,165.0,120.0,Blue,Blond,Unknown,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Mephisto,64,100,100,100,100,100,45,"['Astral Projection', 'Astral Travel', 'Clairvoyance', 'Darkforce Manipulation', 'Dimensional Awareness', 'Dimensional Travel', 'Dream Manipulation', 'Durability', 'Energy Blasts', 'Fire Resistance', 'Heat Resistance', 'Hellfire Manipulation', 'Illusions', 'Immortality', 'Intelligence', 'Invulnerability', 'Longevity', 'Magic', 'Magic Resistance', 'Matter Manipulation', 'Power Absorption', 'Power Augmentation', 'Reality Warping', 'Regeneration', 'Self-Sustenance', 'Shapeshifting', 'Soul Manipulation', 'Stamina', 'Super Speed', 'Super Strength', 'Telepathy Resistance', 'Teleportation', 'Toxin and Disease Resistance', 'Vitakinesis']",[],"['Satan; Mephistopheles, Lord of Evil, Prince of Devils, Prince of Lies, Lord of the Lower Depths, Satan, Beelzebub, the Devil, Maya, Lucifer, Nick Scratch, the Friend, Legion, numerous others; impersonated Don Blake, many others']",Hell,Unknown,Marvel Comics,Bad,Lord of Mephisto's Hell,Unknown,"['Gods', 'Hell Lords', 'Demons']",Male,Unknown,198.0,310.0,White,Black,Unknown,False,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True
Mera (New 52),16,95,90,90,90,100,100,"['Agility', 'Cold Resistance', 'Durability', 'Endurance', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Heat Resistance', 'Intelligence', 'Invulnerability', 'Jump', 'Marksmanship', 'Reflexes', 'Stamina', 'Sub-Mariner', 'Super Speed', 'Super Strength', 'Underwater breathing', 'Water Control', 'Weapons Master']","['Mera', 'Mera (DCEU)', 'Mera (Smallville)', 'Red Lantern']","['Aquawoman, Dead Water, Queen Mera']",Atlantis,"Aquaman Vol 7 #1 (November, 2011)",DC Comics,Good,"Queen of Atlantis, Adventurer · former Xebel princess, Assassin","Amnesty Bay, Atlantis · formerly Xebel",[],Female,Atlantean,175.0,160.0,Blue,Red,Unknown,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True
Mera,8,80,60,80,60,90,80,"['Cold Resistance', 'Dimensional Travel', 'Durability', 'Enhanced Hearing', 'Jump', 'Reflexes', 'Stealth', 'Sub-Mariner', 'Super Speed', 'Super Strength', 'Telepathy', 'Underwater breathing', 'Vision - Night', 'Water Control']","['Mera (DCEU)', 'Mera (New 52)', 'Mera (Smallville)', 'Red Lantern']","['Queen of Atlantis, Aquawoman, Aquagirl, Water-Woman']",Unknown,"Aquaman #11 (October, 1963)",DC Comics,Good,Former queen of Atlantis; Former queen of Dimension Aqua,Atlantis,"['Aquaman Family', 'Red Lantern Corps']",Female,Atlantean,175.0,160.0,Blue,Red,Unknown,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True
Mercy Graves,9,95,10,35,50,45,95,"['Agility', 'Illumination', 'Intelligence', 'Master Martial Artist', 'Reflexes', 'Stamina', 'Stealth', 'Weapon-based Powers', 'Weapons Master']",[],"['Mercy, Vanilla, Miss White']",Unknown,Superman & Batman Magazine #1,DC Comics,Bad,"Operative, Bodyguard",Unknown,[],Female,Human,183.0,152.0,Blue,Blond,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,True,True,False
Merlin,50,95,10,20,100,100,60,"['Animal Control', 'Astral Projection', 'Cryokinesis', 'Durability', 'Electrokinesis', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Fire Control', 'Force Fields', 'Gravity Control', 'Higher Dimensional Manipulation', 'Hypnokinesis', 'Illusions', 'Immortality', 'Instinctive Reaction', 'Intelligence', 'Invisibility', 'Levitation', 'Light Control', 'Magic', 'Matter Manipulation', 'Mind Control', 'Mind Control Resistance', 'Projection', 'Psionic Powers', 'Reality Warping', 'Shapeshifting', 'Spatial Awareness', 'Summoning', 'Telekinesis', 'Teleportation', 'Terrakinesis', 'Transformation', 'Water Control', 'Weather Control', 'Willpower Inducement', 'Wind Control']",[],"['Master Wizard, Merlin Greybeard, Merlin the Magician, Merlin the Mystic, Merlin the Wizard, Merlinus Caledonensis, Myrddin, Myrddin Emrys, Son of the Devil, Prince of Lies, Adam One']",Unknown,Action Comics #72,DC Comics,Good,Sorcerer,"Hell, Castle Branek, Camelot",[],Male,God / Eternal,183.14,209.93,Black,White,Unknown,True,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Metallo,9,90,55,25,95,85,65,"['Durability', 'Energy Beams', 'Radiation Control', 'Regeneration', 'Shapeshifting', 'Size Changing', 'Stamina', 'Super Strength', 'Technopath/Cyberpath']",['Metallo (Smallville)'],[''],Unknown,"Superman Vol 2 #1 (January, 1987)",DC Comics,Bad,Professional criminal,"Mobile, though he generally operates out of Metropolis",['Superman Revenge Squad'],Male,Android,196.0,200.0,Green,Brown,Unknown,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Metamorpho,14,75,85,80,100,100,85,"['Accelerated Healing', 'Cold Resistance', 'Dexterity', 'Duplication', 'Durability', 'Element Control', 'Elemental Transmogrification', 'Energy Beams', 'Energy Blasts', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Intangibility', 'Intelligence', 'Invulnerability', 'Jump', 'Longevity', 'Marksmanship', 'Matter Absorption', 'Natural Armor', 'Natural Weapons', 'Power Augmentation', 'Self-Sustenance', 'Shapeshifting', 'Stamina', 'Super Speed', 'Super Strength', 'Telepathy Resistance', 'Underwater breathing']",[],['The Element Man'],Unknown,Brave and the Bold #57,DC Comics,Good,"Adventurer, former Soldier of Fortune",Unknown,"['The Outsiders', 'Outsiders', 'Justice League Europe']",Male,Unknown,185.0,200.0,Black,No Hair,Unknown,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True
Metron,11,95,10,45,55,100,30,"['Flight', 'Intelligence', 'Longevity', 'Teleportation', 'Time Travel']",[],[''],Unknown,"New Gods vol. 1 #1 (February-March, 1971)",DC Comics,Good,"Scientist, seeker of knowledge","Supertown, New Genesis",[],Male,Unknown,185.0,190.0,Blue,Black,Unknown,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
